,,,LMP,,,,,,,,,,,,,,,CAJ,,,,,,,,,,,,,,
Listener,Sentence,#,KW1,KW1 (R),KW1 (S),KW2,KW2 (R),KW2 (S),KW3,KW3 (R),KW3 (S),KW4,KW4 (R),KW4 (S),KW5,KW5 (R),KW5 (S),KW1,KW1 (R),KW1 (S),KW2,KW2 (R),KW2 (S),KW3,KW3 (R),KW3 (S),KW4,KW4 (R),KW4 (S),KW5,KW5 (R),KW5 (S)
NAF005,04-05,111,mend,1,1,coat,1,1,before,1,1,go,1,1,out,1,1,mend,1,1,coat,1,1,before,1,1,go,1,1,out,1,1
NAF005,65-08,112,pile,1,0,coal,0,0,high,1,1,shed,0,0,corner,0,0,pile,1,0,coal,0,0,high,1,1,shed,0,0,corner,0,0
NAF005,23-01,113,pencil,0,0,black,1,1,lead,0,0,writes,0,0,best,0,0,pencil,0,0,black,1,1,lead,0,0,writes,0,0,best,0,0
NAF005,13-07,114,caught,1,1,hind,0,0,paw,0,0,rusty,1,1,trap,1,1,caught,1,1,hind,0,0,paw,0,0,rusty,1,1,trap,1,1
NAF005,06-01,115,frosty,1,1,air,1,1,passed,1,1,through,1,1,coat,0,0,frosty,1,1,air,1,1,passed,1,1,through,1,1,coat,0,0
NAF005,41-09,116,no,1,1,hardship,1,1,seemed,0,0,make,0,0,sad,0,0,no,1,1,hardship,1,1,seemed,0,0,make,0,0,sad,0,0
NAF005,58-03,117,hidden,1,1,sight,1,1,mass,1,0,leaves,1,1,shrubs,0,0,hidden,1,1,sight,1,1,mass,1,0,leaves,1,1,shrubs,0,0
NAF005,31-03,118,beam,0,0,dropped,1,1,down,1,1,workman's,0,0,head,0,0,beam,0,0,dropped,1,1,down,1,1,workman's,0,0,head,0,0
NAF005,36-08,119,our,0,0,plans,0,0,right,1,1,now,1,1,hazy,0,0,our,0,0,plans,0,0,right,1,1,now,1,1,hazy,0,0
NAF005,46-02,120,couch,1,1,cover,1,0,hall,0,0,drapes,0,0,blue,0,0,couch,1,1,cover,1,0,hall,0,0,drapes,0,0,blue,0,0
NAF005,18-05,121,torn,0,0,scraps,1,1,littered,1,1,stone,1,1,floor,1,1,torn,0,0,scraps,1,1,littered,1,1,stone,1,1,floor,1,1
NAF005,49-05,122,offered,1,1,proof,1,1,form,1,1,large,1,1,chart,0,0,offered,1,1,proof,1,1,form,1,1,large,1,1,chart,0,0
NAF005,22-07,123,hard,1,1,erase,1,1,blue,0,0,red,1,1,ink,0,0,hard,1,1,erase,1,1,blue,0,0,red,1,1,ink,0,0
NAF005,45-02,124,bloom,0,0,rose,0,0,lasts,1,0,few,1,1,days,1,1,bloom,0,0,rose,0,0,lasts,1,0,few,1,1,days,1,1
NAF005,10-09,125,ten,1,1,pins,1,1,set,1,1,in,1,1,order,0,0,ten,1,1,pins,1,1,set,1,1,in,1,1,order,0,0
NAF005,25-02,126,play,1,1,began,1,1,soon,1,1,sat,1,1,down,1,1,play,1,1,began,1,1,soon,1,1,sat,1,1,down,1,1
NAF005,22-02,127,loss,1,1,second,1,1,ship,1,1,hard,1,1,take,1,1,loss,1,1,second,1,1,ship,1,1,hard,1,1,take,1,1
NAF005,17-03,128,drop,1,1,two,1,1,when,1,1,add,1,1,figures,1,1,drop,1,1,two,1,1,when,1,1,add,1,1,figures,1,1
NAF005,22-04,129,do,1,1,that,1,1,with,1,1,wooden,0,0,stick,1,1,do,1,1,that,1,1,with,1,1,wooden,0,0,stick,1,1
NAF005,53-01,130,press,1,1,pedal,1,1,with,1,1,left,1,1,foot,1,1,press,1,1,pedal,1,1,with,1,1,left,1,1,foot,1,1
NAF005,66-01,131,rarest,1,1,spice,1,1,comes,1,1,far,1,1,east,1,1,rarest,1,1,spice,1,1,comes,1,1,far,1,1,east,1,1
NAF005,47-01,132,music,1,1,played,1,1,on,1,1,while,1,1,talked,1,1,music,1,1,played,1,1,on,1,1,while,1,1,talked,1,1
NAF005,14-04,133,two,1,1,plus,1,1,seven,1,1,less,1,1,ten,1,1,two,1,1,plus,1,1,seven,1,1,less,1,1,ten,1,1
NAF005,70-09,134,streets,1,1,narrow,1,1,full,1,1,sharp,1,1,turns,1,1,streets,1,1,narrow,1,1,full,1,1,sharp,1,1,turns,1,1
NAF005,68-02,135,put,1,1,chart,1,1,mantel,1,1,tack,1,1,down,1,1,put,1,1,chart,1,1,mantel,1,1,tack,1,1,down,1,1
NAF005,64-06,136,pack,1,1,kits,0,0,don't,1,1,forget,1,1,salt,1,1,pack,1,1,kits,0,0,don't,1,1,forget,1,1,salt,1,1
NAF005,28-08,137,junk,1,1,yard,1,1,had,1,1,moldy,1,1,smell,1,1,junk,1,1,yard,1,1,had,1,1,moldy,1,1,smell,1,1
NAF005,16-02,138,speedy,1,1,man,1,1,beat,1,1,track,1,1,mark,1,1,speedy,1,1,man,1,1,beat,1,1,track,1,1,mark,1,1
NAF005,33-08,139,plush,1,1,chair,1,1,leaned,1,1,against,1,1,wall,1,1,plush,1,1,chair,1,1,leaned,1,1,against,1,1,wall,1,1
NAF005,34-01,140,nine,0,0,rows,0,0,soldiers,1,1,stood,1,1,line,1,1,nine,0,0,rows,0,0,soldiers,1,1,stood,1,1,line,1,1
NAF005,16-10,141,sofa,1,1,cushion,1,1,red,1,1,light,0,0,weight,0,0,sofa,1,1,cushion,1,1,red,1,1,light,0,0,weight,0,0
NAF005,71-06,142,curtain,1,1,rose,1,1,show,1,1,was,1,1,on,1,1,curtain,1,1,rose,1,1,show,1,1,was,1,1,on,1,1
NAF005,71-08,143,he,1,1,sent,0,0,boy,1,1,short,1,1,1,0,0,he,1,1,sent,0,0,boy,1,1,short,1,1,errand,0,0
NAF005,16-01,144,empty,1,1,flask,1,1,stood,1,1,tin,1,1,tray,0,0,empty,1,1,flask,1,1,stood,1,1,tin,1,1,tray,0,0
NAF005,19-07,145,we,0,0,admire,1,0,love,0,0,good,0,0,cook,0,0,we,0,0,admire,1,0,love,0,0,good,0,0,cook,0,0
NAF005,05-07,146,rope,1,1,bind,1,1,seven,1,1,books,0,0,once,1,1,rope,1,1,bind,1,1,seven,1,1,books,0,0,once,1,1
NAF005,19-02,147,fairy,1,1,tales,1,1,should,1,1,fun,1,1,write,1,1,fairy,1,1,tales,1,1,should,1,1,fun,1,1,write,1,1
NAF005,18-06,148,sunday,1,1,best,1,1,part,1,1,of,0,0,week,0,0,sunday,1,1,best,1,1,part,1,1,of,0,0,week,0,0
NAF005,04-02,149,take,1,1,winding,1,1,path,1,1,reach,1,1,lake,1,1,take,1,1,winding,1,1,path,1,1,reach,1,1,lake,1,1
NAF005,53-03,150,black,1,1,trunk,1,1,fell,1,1,from,1,1,landing,1,1,black,1,1,trunk,1,1,fell,1,1,from,1,1,landing,1,1
NAF005,30-04,151,watch,1,1,log,1,1,float,1,1,wide,1,1,river,1,1,watch,1,1,log,1,1,float,1,1,wide,1,1,river,1,1
NAF005,56-09,152,white,1,1,silk,1,1,jacket,1,1,any,0,0,shoes,0,0,white,1,1,silk,1,1,jacket,1,1,any,0,0,shoes,0,0
NAF005,56-10,153,break,1,1,dam,1,1,almost,1,1,caused,1,1,flood,1,1,break,1,1,dam,1,1,almost,1,1,caused,1,1,flood,1,1
NAF005,24-09,154,waxed,1,1,floor,1,1,makes,1,1,lose,0,0,balance,1,0,waxed,1,1,floor,1,1,makes,1,1,lose,0,0,balance,1,0
NAF005,50-01,155,man,1,1,blue,1,1,sweater,1,1,sat,1,1,desk,0,0,man,1,1,blue,1,1,sweater,1,1,sat,1,1,desk,0,0
NAF005,55-07,156,if,1,1,mumble,1,1,your,1,1,speech,1,1,lost,1,1,if,1,1,mumble,1,1,your,1,1,speech,1,1,lost,1,1
NAF005,04-08,157,young,1,1,girl,1,1,gave,1,1,clear,1,1,response,1,1,young,1,1,girl,1,1,gave,1,1,clear,1,1,response,1,1
NAF005,34-05,158,pages,1,1,bound,1,1,cloth,1,1,make,1,1,book,0,0,pages,1,1,bound,1,1,cloth,1,1,make,1,1,book,0,0
NAF005,07-08,159,grand,1,1,season,0,0,hikes,0,0,on,0,0,road,1,1,grand,1,1,season,0,0,hikes,0,0,on,0,0,road,1,1
NAF005,08-02,160,two,1,1,met,1,1,while,1,1,playing,1,1,sand,1,1,two,1,1,met,1,1,while,1,1,playing,1,1,sand,1,1
NAF005,56-07,161,brown,1,1,leather,1,1,bag,1,1,hung,0,0,strap,1,1,brown,1,1,leather,1,1,bag,1,1,hung,0,0,strap,1,1
NAF005,68-08,162,don't,1,1,like,0,0,admit,1,1,small,1,1,faults,1,1,don't,1,1,like,0,0,admit,1,1,small,1,1,faults,1,1
NAF005,55-01,163,those,1,1,last,1,1,words,1,1,strong,1,1,statement,1,1,those,1,1,last,1,1,words,1,1,strong,1,1,statement,1,1
NAF005,37-01,164,feed,0,0,white,0,0,mouse,0,0,flower,1,1,seeds,1,1,feed,0,0,white,0,0,mouse,0,0,flower,1,1,seeds,1,1
NAF005,67-06,165,round,1,1,mat,0,0,cover,1,0,dull,0,0,spot,0,0,round,1,1,mat,0,0,cover,1,0,dull,0,0,spot,0,0
NAF005,55-04,166,down,1,1,road,1,1,way,1,1,grain,0,0,farmer,0,0,down,1,1,road,1,1,way,1,1,grain,0,0,farmer,0,0
NAF005,39-10,167,sun,1,1,came,1,1,light,1,1,eastern,0,0,sky,1,1,sun,1,1,came,1,1,light,1,1,eastern,0,0,sky,1,1
NAF005,57-09,168,vent,1,1,near,1,1,edge,1,1,fresh,1,1,air,1,1,vent,1,1,near,1,1,edge,1,1,fresh,1,1,air,1,1
NAF005,27-06,169,rude,1,1,laugh,1,1,filled,1,1,empty,1,1,room,0,0,rude,1,1,laugh,1,1,filled,1,1,empty,1,1,room,0,0
NAF005,02-01,170,boy,0,0,there,1,1,when,1,1,sun,1,1,rose,1,1,boy,0,0,there,1,1,when,1,1,sun,1,1,rose,1,1
NAF005,60-03,171,slide,0,0,tray,1,1,across,1,1,glass,1,1,top,1,1,slide,0,0,tray,1,1,across,1,1,glass,1,1,top,1,1
NAF005,23-08,172,jazz,0,0,swing,1,1,fans,1,1,fast,1,1,music,1,1,jazz,0,0,swing,1,1,fans,1,1,fast,1,1,music,1,1
NAF005,67-09,173,mail,1,1,comes,1,1,three,1,1,batches,1,1,day,1,1,mail,1,1,comes,1,1,three,1,1,batches,1,1,day,1,1
NAF005,34-06,174,try,1,1,trace,1,1,fine,1,1,lines,1,1,painting,1,1,try,1,1,trace,1,1,fine,1,1,lines,1,1,painting,1,1
NAF005,40-07,175,takes,1,1,heat,1,1,bring,1,1,out,1,1,odor,0,0,takes,1,1,heat,1,1,bring,1,1,out,1,1,odor,0,0
NAF005,24-07,176,some,1,1,ads,1,1,serve,1,1,cheat,0,0,buyers,1,1,some,1,1,ads,1,1,serve,1,1,cheat,0,0,buyers,1,1
NAF005,07-10,177,those,1,1,words,1,1,cue,0,0,actor,1,1,leave,0,0,those,1,1,words,1,1,cue,0,0,actor,1,1,leave,0,0
NAF005,12-10,178,we,0,0,find,1,1,joy,1,1,simplest,1,1,things,1,1,we,0,0,find,1,1,joy,1,1,simplest,1,1,things,1,1
NAF005,50-06,179,tuck,1,1,sheet,1,1,under,1,1,edge,1,1,mat,1,1,tuck,1,1,sheet,1,1,under,1,1,edge,1,1,mat,1,1
NAF006,27-07,0,high,1,1,seats,1,1,best,1,1,football,1,1,fans,1,1,high,1,1,seats,1,1,best,1,1,football,1,1,fans,1,1
NAF006,14-04,1,two,1,1,plus,1,1,seven,1,1,less,1,1,ten,1,1,two,1,1,plus,1,1,seven,1,1,less,1,1,ten,1,1
NAF006,66-01,2,rarest,1,1,spice,1,1,comes,1,1,far,1,0,east,0,0,rarest,1,1,spice,1,1,comes,1,1,far,1,0,east,0,0
NAF006,45-02,3,bloom,0,0,rose,0,0,lasts,1,1,few,1,1,days,1,1,bloom,0,0,rose,0,0,lasts,1,1,few,1,1,days,1,1
NAF006,31-01,4,slide,1,1,box,1,1,into,1,1,empty,1,1,space,0,0,slide,1,1,box,1,1,into,1,1,empty,1,1,space,0,0
NAF006,15-09,5,mud,1,1,spattered,0,0,front,0,0,white,1,1,shirt,1,1,mud,1,1,spattered,0,0,front,0,0,white,1,1,shirt,1,1
NAF006,50-06,6,tuck,1,1,sheet,1,1,under,1,1,edge,1,1,mat,1,1,tuck,1,1,sheet,1,1,under,1,1,edge,1,1,mat,1,1
NAF006,05-07,7,rope,1,1,bind,1,1,seven,1,1,books,0,0,once,0,0,rope,1,1,bind,1,1,seven,1,1,books,0,0,once,0,0
NAF006,64-06,8,pack,1,1,kits,0,0,don't,1,1,forget,1,1,salt,1,1,pack,1,1,kits,0,0,don't,1,1,forget,1,1,salt,1,1
NAF006,25-01,9,islands,1,1,sea,1,1,breeze,0,0,soft,0,0,mild,0,0,islands,1,1,sea,1,1,breeze,0,0,soft,0,0,mild,0,0
NAF006,34-06,10,try,0,0,trace,0,0,fine,0,0,lines,0,0,painting,0,0,try,0,0,trace,0,0,fine,0,0,lines,0,0,painting,0,0
NAF006,40-07,11,takes,1,1,heat,1,1,bring,1,1,out,1,1,odor,0,0,takes,1,1,heat,1,1,bring,1,1,out,1,1,odor,0,0
NAF006,30-04,12,watch,1,1,log,1,1,float,1,1,wide,1,1,river,1,1,watch,1,1,log,1,1,float,1,1,wide,1,1,river,1,1
NAF006,32-09,13,purple,1,1,tie,1,1,ten,1,1,years,1,1,old,1,1,purple,1,1,tie,1,1,ten,1,1,years,1,1,old,1,1
NAF006,04-05,14,mend,1,1,coat,1,1,before,1,1,go,1,1,out,1,1,mend,1,1,coat,1,1,before,1,1,go,1,1,out,1,1
NAF006,49-05,15,offered,0,0,proof,0,0,form,1,1,large,0,0,chart,0,0,offered,0,0,proof,0,0,form,1,1,large,0,0,chart,0,0
NAF006,22-06,16,large,1,1,house,1,1,hot,1,1,water,1,1,taps,0,0,large,1,1,house,1,1,hot,1,1,water,1,1,taps,0,0
NAF006,46-02,17,couch,1,1,cover,1,1,hall,0,0,drapes,1,1,blue,1,1,couch,1,1,cover,1,1,hall,0,0,drapes,1,1,blue,1,1
NAF006,31-10,18,fight,0,0,end,0,0,just,1,1,six,1,1,minutes,1,1,fight,0,0,end,0,0,just,1,1,six,1,1,minutes,1,1
NAF006,34-08,19,zones,1,1,merge,1,1,central,1,1,part,1,1,town,1,1,zones,1,1,merge,1,1,central,1,1,part,1,1,town,1,1
NAF006,52-07,20,room,1,1,crowded,1,1,with,0,0,wild,0,0,mob,0,0,room,1,1,crowded,1,1,with,0,0,wild,0,0,mob,0,0
NAF006,34-02,21,beach,0,0,dry,1,1,shallow,1,1,low,0,0,tide,0,0,beach,0,0,dry,1,1,shallow,1,1,low,0,0,tide,0,0
NAF006,61-09,22,six,1,1,comes,0,0,more,1,1,often,1,1,ten,0,0,six,1,1,comes,0,0,more,1,1,often,1,1,ten,0,0
NAF006,31-03,23,beam,0,0,dropped,1,0,down,1,1,workman's,0,0,head,0,0,beam,0,0,dropped,1,0,down,1,1,workman's,0,0,head,0,0
NAF006,19-02,24,fairy,1,1,tales,1,0,should,0,0,fun,0,0,write,0,0,fairy,1,1,tales,1,0,should,0,0,fun,0,0,write,0,0
NAF006,57-06,25,round,0,0,hole,1,1,drilled,1,1,thin,0,0,board,0,0,round,0,0,hole,1,1,drilled,1,1,thin,0,0,board,0,0
NAF006,40-09,26,raise,1,1,sail,1,1,steer,0,0,ship,1,1,northward,0,0,raise,1,1,sail,1,1,steer,0,0,ship,1,1,northward,0,0
NAF006,70-02,27,bad,1,1,error,1,1,part,1,1,new,1,1,judge,1,1,bad,1,1,error,1,1,part,1,1,new,1,1,judge,1,1
NAF006,05-05,28,lazy,1,1,cow,1,1,lay,1,1,cool,1,1,grass,1,1,lazy,1,1,cow,1,1,lay,1,1,cool,1,1,grass,1,1
NAF006,18-06,29,sunday,1,1,best,1,1,part,1,1,of,1,1,week,1,1,sunday,1,1,best,1,1,part,1,1,of,1,1,week,1,1
NAF006,60-09,30,get,1,1,trust,1,1,fund,1,1,bank,1,1,early,1,1,get,1,1,trust,1,1,fund,1,1,bank,1,1,early,1,1
NAF006,17-03,31,drop,1,1,two,0,0,when,0,0,add,0,0,figures,0,0,drop,1,1,two,0,0,when,0,0,add,0,0,figures,0,0
NAF006,13-01,32,type,0,0,out,1,1,three,0,0,lists,0,0,orders,0,0,type,0,0,out,1,1,three,0,0,lists,0,0,orders,0,0
NAF006,67-06,33,round,1,1,mat,0,0,cover,0,0,dull,0,0,spot,0,0,round,1,1,mat,0,0,cover,0,0,dull,0,0,spot,0,0
NAF006,48-03,34,tin,0,0,box,1,0,held,0,0,priceless,0,0,stones,0,0,tin,0,0,box,1,0,held,0,0,priceless,0,0,stones,0,0
NAF006,23-09,35,rake,0,0,rubbish,0,0,up,0,0,burn,0,0,it,0,0,rake,0,0,rubbish,0,0,up,0,0,burn,0,0,it,0,0
NAF006,71-08,36,he,0,0,sent,1,1,boy,1,1,short,1,1,errand,1,1,he,0,0,sent,1,1,boy,1,1,short,1,1,errand,1,1
NAF006,33-01,37,fill,0,0,ink,0,0,jar,0,0,sticky,1,1,glue,1,1,fill,0,0,ink,0,0,jar,0,0,sticky,1,1,glue,1,1
NAF006,16-01,38,empty,1,1,flask,1,1,stood,1,1,tin,0,0,tray,1,1,empty,1,1,flask,1,1,stood,1,1,tin,0,0,tray,1,1
NAF006,41-09,39,no,1,1,hardship,1,1,seemed,1,0,make,1,1,sad,1,1,no,1,1,hardship,1,1,seemed,1,0,make,1,1,sad,1,1
NAF006,63-05,40,flaps,1,1,cape,1,1,she,1,1,parades,1,1,street,1,1,flaps,1,1,cape,1,1,she,1,1,parades,1,1,street,1,1
NAF006,53-01,41,press,1,1,pedal,1,1,with,1,1,left,1,1,foot,1,1,press,1,1,pedal,1,1,with,1,1,left,1,1,foot,1,1
NAF006,56-07,42,brown,1,1,leather,1,1,bag,1,1,hung,0,0,strap,0,0,brown,1,1,leather,1,1,bag,1,1,hung,0,0,strap,0,0
NAF006,40-06,43,desk,1,1,was,1,1,firm,0,0,shaky,1,1,floor,0,0,desk,1,1,was,1,1,firm,0,0,shaky,1,1,floor,0,0
NAF006,25-02,44,play,1,1,began,0,0,soon,1,1,sat,0,0,down,0,0,play,1,1,began,0,0,soon,1,1,sat,0,0,down,0,0
NAF006,50-01,45,man,1,1,blue,1,1,sweater,1,1,sat,0,0,desk,0,0,man,1,1,blue,1,1,sweater,1,1,sat,0,0,desk,0,0
NAF006,25-04,46,add,1,1,salt,1,1,before,1,1,fry,1,1,egg,1,1,add,1,1,salt,1,1,before,1,1,fry,1,1,egg,1,1
NAF006,55-01,47,those,1,1,last,1,1,words,1,1,strong,1,1,statement,1,1,those,1,1,last,1,1,words,1,1,strong,1,1,statement,1,1
NAF006,71-06,48,curtain,0,0,rose,1,1,show,0,0,was,0,0,on,0,0,curtain,0,0,rose,1,1,show,0,0,was,0,0,on,0,0
NAF006,41-08,49,sense,1,1,smell,1,1,better,1,1,than,1,1,touch,1,1,sense,1,1,smell,1,1,better,1,1,than,1,1,touch,1,1
NAF006,41-02,50,jerk,0,0,dart,0,0,from,1,1,cork,1,1,target,0,0,jerk,0,0,dart,0,0,from,1,1,cork,1,1,target,0,0
NAF006,06-10,51,both,1,1,lost,1,1,lives,1,1,raging,1,1,storm,1,1,both,1,1,lost,1,1,lives,1,1,raging,1,1,storm,1,1
NAF006,68-08,52,don't,1,1,like,1,1,admit,1,1,small,1,1,faults,1,1,don't,1,1,like,1,1,admit,1,1,small,1,1,faults,1,1
NAF006,33-05,53,crunch,1,1,feet,1,1,snow,1,1,only,1,1,sound,1,1,crunch,1,1,feet,1,1,snow,1,1,only,1,1,sound,1,1
NAF006,15-07,54,tree,0,0,top,0,0,waved,0,0,graceful,1,0,way,0,0,tree,0,0,top,0,0,waved,0,0,graceful,1,0,way,0,0
NAF006,16-10,55,sofa,1,1,cushion,1,1,red,1,1,light,1,1,weight,0,0,sofa,1,1,cushion,1,1,red,1,1,light,1,1,weight,0,0
NAF006,04-02,56,take,1,1,winding,1,1,path,1,1,reach,1,1,lake,0,0,take,1,1,winding,1,1,path,1,1,reach,1,1,lake,0,0
NAF006,67-09,57,mail,1,1,comes,1,1,three,1,1,batches,1,1,day,1,1,mail,1,1,comes,1,1,three,1,1,batches,1,1,day,1,1
NAF006,42-09,58,point,1,1,steel,1,1,pen,1,1,bent,0,0,twisted,1,0,point,1,1,steel,1,1,pen,1,1,bent,0,0,twisted,1,0
NAF006,12-03,59,pennant,0,0,waved,1,1,when,1,1,wind,1,1,blew,1,1,pennant,0,0,waved,1,1,when,1,1,wind,1,1,blew,1,1
NAF006,62-06,60,early,0,0,phase,0,0,life,0,0,moves,0,0,fast,0,0,early,0,0,phase,0,0,life,0,0,moves,0,0,fast,0,0
NAF006,13-07,61,caught,0,0,hind,0,0,paw,0,0,rusty,1,1,trap,0,0,caught,0,0,hind,0,0,paw,0,0,rusty,1,1,trap,0,0
NAF006,72-06,62,grass,1,1,bushes,0,0,were,0,0,wet,0,0,dew,0,0,grass,1,1,bushes,0,0,were,0,0,wet,0,0,dew,0,0
NAF006,39-10,63,sun,1,1,came,1,1,light,1,1,eastern,1,1,sky,1,1,sun,1,1,came,1,1,light,1,1,eastern,1,1,sky,1,1
NAF006,60-07,64,dull,0,0,stories,1,1,make,1,1,her,0,0,laugh,0,0,dull,0,0,stories,1,1,make,1,1,her,0,0,laugh,0,0
NAF006,19-07,65,we,0,0,admire,1,1,love,0,0,good,0,0,cook,0,0,we,0,0,admire,1,1,love,0,0,good,0,0,cook,0,0
NAF006,27-09,66,dash,1,1,pepper,1,1,spoils,0,0,beef,0,0,stew,0,0,dash,1,1,pepper,1,1,spoils,0,0,beef,0,0,stew,0,0
NAF006,47-01,67,music,1,1,played,1,1,on,1,1,while,0,0,talked,0,0,music,1,1,played,1,1,on,1,1,while,0,0,talked,0,0
NAF006,24-02,68,pushed,1,1,back,1,1,each,1,1,time,1,1,attack,0,0,pushed,1,1,back,1,1,each,1,1,time,1,1,attack,0,0
NAF006,14-06,69,bring,0,0,your,1,1,problems,1,1,wise,1,1,chief,1,1,bring,0,0,your,1,1,problems,1,1,wise,1,1,chief,1,1
NAF006,39-01,70,wrote,1,1,down,1,1,long,1,1,list,1,1,items,1,1,wrote,1,1,down,1,1,long,1,1,list,1,1,items,1,1
NAF006,23-07,71,shaky,1,1,barn,1,1,fell,1,1,loud,0,0,crash,1,1,shaky,1,1,barn,1,1,fell,1,1,loud,0,0,crash,1,1
NAF006,58-03,72,hidden,1,1,sight,1,1,mass,1,1,leaves,0,0,shrubs,0,0,hidden,1,1,sight,1,1,mass,1,1,leaves,0,0,shrubs,0,0
NAF006,03-10,73,read,0,0,verse,0,0,out,1,1,loud,1,1,pleasure,0,0,read,0,0,verse,0,0,out,1,1,loud,1,1,pleasure,0,0
NAF006,18-02,74,child,1,1,almost,1,1,hurt,1,1,small,0,0,dog,0,0,child,1,1,almost,1,1,hurt,1,1,small,0,0,dog,0,0
NAF006,15-06,75,pure,1,1,bred,1,1,poodles,1,1,have,1,1,curls,0,0,pure,1,1,bred,1,1,poodles,1,1,have,1,1,curls,0,0
NAF006,04-04,76,wipe,1,1,grease,1,1,off,1,1,dirty,1,1,face,0,0,wipe,1,1,grease,1,1,off,1,1,dirty,1,1,face,0,0
NAF006,11-05,77,add,1,1,sum,1,1,product,1,1,these,0,0,three,1,1,add,1,1,sum,1,1,product,1,1,these,0,0,three,1,1
NAF006,23-01,78,pencil,1,1,black,1,1,lead,1,1,writes,1,1,best,1,1,pencil,1,1,black,1,1,lead,1,1,writes,1,1,best,1,1
NAF006,37-05,79,plead,1,1,council,1,1,free,1,1,poor,1,1,thief,1,1,plead,1,1,council,1,1,free,1,1,poor,1,1,thief,1,1
NAF006,23-08,80,jazz,1,1,swing,1,1,fans,0,0,fast,0,0,music,1,1,jazz,1,1,swing,1,1,fans,0,0,fast,0,0,music,1,1
NAF006,13-03,81,boss,1,1,ran,0,0,show,1,1,watchful,0,0,eye,0,0,boss,1,1,ran,0,0,show,1,1,watchful,0,0,eye,0,0
NAF006,34-05,82,pages,0,0,bound,0,0,cloth,0,0,make,0,0,book,1,1,pages,0,0,bound,0,0,cloth,0,0,make,0,0,book,1,1
NAF006,08-07,83,horn,1,1,car,1,1,woke,1,1,sleeping,1,1,cop,0,0,horn,1,1,car,1,1,woke,1,1,sleeping,1,1,cop,0,0
NAF006,56-02,84,clams,1,1,small,1,1,round,1,1,soft,1,1,tasty,1,1,clams,1,1,small,1,1,round,1,1,soft,1,1,tasty,1,1
NAF006,65-03,85,sang,1,1,same,1,1,tunes,1,1,each,1,1,party,1,1,sang,1,1,same,1,1,tunes,1,1,each,1,1,party,1,1
NAF006,06-04,86,show,1,1,flop,0,0,from,0,0,very,0,0,start,1,1,show,1,1,flop,0,0,from,0,0,very,0,0,start,1,1
NAF006,55-07,87,if,1,1,mumble,1,1,your,1,1,speech,1,1,lost,1,1,if,1,1,mumble,1,1,your,1,1,speech,1,1,lost,1,1
NAF006,07-08,88,grand,1,1,season,1,1,hikes,1,1,on,1,1,road,1,1,grand,1,1,season,1,1,hikes,1,1,on,1,1,road,1,1
NAF006,53-03,89,black,1,1,trunk,0,0,fell,1,1,from,1,1,landing,1,1,black,1,1,trunk,0,0,fell,1,1,from,1,1,landing,1,1
NAF006,08-02,90,two,1,1,met,0,0,while,0,0,playing,0,0,sand,0,0,two,1,1,met,0,0,while,0,0,playing,0,0,sand,0,0
NAF006,47-04,91,sent,0,0,figs,1,1,kept,1,1,ripe,0,0,cherries,0,0,sent,0,0,figs,1,1,kept,1,1,ripe,0,0,cherries,0,0
NAF006,22-03,92,fly,1,1,made,1,1,way,0,0,along,1,1,wall,1,1,fly,1,1,made,1,1,way,0,0,along,1,1,wall,1,1
NAF006,20-04,93,paper,1,1,box,1,1,full,1,1,thumb,1,1,tacks,1,1,paper,1,1,box,1,1,full,1,1,thumb,1,1,tacks,1,1
NAF006,70-06,94,baby,1,1,puts,1,1,right,1,1,foot,1,1,mouth,0,0,baby,1,1,puts,1,1,right,1,1,foot,1,1,mouth,0,0
NAF006,48-01,95,kite,1,1,flew,1,1,wildly,1,1,high,0,0,wind,0,0,kite,1,1,flew,1,1,wildly,1,1,high,0,0,wind,0,0
NAF006,59-04,96,drive,1,1,screw,0,0,straight,1,1,into,0,0,wood,0,0,drive,1,1,screw,0,0,straight,1,1,into,0,0,wood,0,0
NAF006,12-10,97,we,1,1,find,1,1,joy,1,1,simplest,1,1,things,1,1,we,1,1,find,1,1,joy,1,1,simplest,1,1,things,1,1
NAF006,17-05,98,abrupt,0,0,start,1,1,not,1,1,win,1,1,prize,1,1,abrupt,0,0,start,1,1,not,1,1,win,1,1,prize,1,1
NAF006,22-04,99,do,1,1,that,0,0,with,0,0,wooden,0,0,stick,0,0,do,1,1,that,0,0,with,0,0,wooden,0,0,stick,0,0
NAF006,44-10,100,marsh,1,1,freeze,1,1,when,0,0,cold,1,1,enough,1,1,marsh,1,1,freeze,1,1,when,0,0,cold,1,1,enough,1,1
NAF006,16-02,101,speedy,1,0,man,1,1,beat,1,1,track,1,1,mark,0,0,speedy,1,0,man,1,1,beat,1,1,track,1,1,mark,0,0
NAF006,10-06,102,bail,1,1,boat,1,1,stop,1,1,from,1,1,sinking,1,1,bail,1,1,boat,1,1,stop,1,1,from,1,1,sinking,1,1
NAF006,34-01,103,nine,0,0,rows,0,0,soldiers,1,1,stood,1,1,line,1,1,nine,0,0,rows,0,0,soldiers,1,1,stood,1,1,line,1,1
NAF006,10-09,104,ten,0,0,pins,0,0,set,1,1,in,1,1,order,1,1,ten,0,0,pins,0,0,set,1,1,in,1,1,order,1,1
