,,,LMP,,,,,,,,,,,,,,,CAJ,,,,,,,,,,,,,,
Listener,Sentence,#,KW1,KW1 (R),KW1 (S),KW2,KW2 (R),KW2 (S),KW3,KW3 (R),KW3 (S),KW4,KW4 (R),KW4 (S),KW5,KW5 (R),KW5 (S),KW1,KW1 (R),KW1 (S),KW2,KW2 (R),KW2 (S),KW3,KW3 (R),KW3 (S),KW4,KW4 (R),KW4 (S),KW5,KW5 (R),KW5 (S)
NAF004,40-10,165,cone,0,0,costs,1,1,five,1,1,cents,1,1,mondays,0,0,cone,0,0,costs,1,1,five,1,1,cents,1,1,mondays,0,0
NAF004,45-05,166,bottles,1,1,hold,1,1,four,1,1,kinds,1,1,rum,0,0,bottles,1,1,hold,1,1,four,1,1,kinds,1,1,rum,0,0
NAF004,37-05,167,plead,0,0,council,1,1,free,1,1,poor,1,1,thief,1,1,plead,0,0,council,1,1,free,1,1,poor,1,1,thief,1,1
NAF004,27-07,168,high,1,1,seats,1,1,best,1,1,football,1,1,fans,0,0,high,1,1,seats,1,1,best,1,1,football,1,1,fans,0,0
NAF004,08-07,169,horn,1,1,car,1,1,woke,1,1,sleeping,1,1,cop,1,1,horn,1,1,car,1,1,woke,1,1,sleeping,1,1,cop,1,1
NAF004,05-02,170,ship,1,1,torn,1,1,apart,1,1,sharp,1,1,reef,1,1,ship,1,1,torn,1,1,apart,1,1,sharp,1,1,reef,1,1
NAF004,34-08,171,zones,1,1,merge,1,1,central,1,1,part,1,1,town,1,1,zones,1,1,merge,1,1,central,1,1,part,1,1,town,1,1
NAF004,36-01,172,pour,1,1,stew,1,1,pot,1,1,into,1,1,plate,1,1,pour,1,1,stew,1,1,pot,1,1,into,1,1,plate,1,1
NAF004,34-02,173,beach,1,1,dry,1,1,shallow,1,1,low,1,1,tide,1,1,beach,1,1,dry,1,1,shallow,1,1,low,1,1,tide,1,1
NAF004,30-04,174,watch,1,1,log,1,1,float,1,1,wide,1,1,river,1,1,watch,1,1,log,1,1,float,1,1,wide,1,1,river,1,1
NAF004,18-06,175,sunday,1,1,best,1,1,part,1,1,of,1,1,week,1,1,sunday,1,1,best,1,1,part,1,1,of,1,1,week,1,1
NAF004,56-08,176,toad,1,1,frog,1,1,hard,1,1,tell,1,1,apart,1,1,toad,1,1,frog,1,1,hard,1,1,tell,1,1,apart,1,1
NAF004,71-05,177,big,1,1,red,1,1,apple,1,1,fell,1,1,ground,1,1,big,1,1,red,1,1,apple,1,1,fell,1,1,ground,1,1
NAF004,45-02,178,bloom,1,1,rose,1,1,lasts,1,0,few,1,1,days,1,1,bloom,1,1,rose,1,1,lasts,1,0,few,1,1,days,1,1
NAF004,07-09,179,dune,1,1,rose,0,0,from,1,1,edge,1,1,water,1,1,dune,1,1,rose,0,0,from,1,1,edge,1,1,water,1,1
NAM003,65-09,0,gold,0,0,vase,0,0,both,0,0,rare,0,0,costly,0,0,gold,0,0,vase,0,0,both,0,0,rare,0,0,costly,0,0
NAM003,60-03,1,slide,1,1,tray,1,1,across,1,1,glass,1,1,top,1,1,slide,1,1,tray,1,1,across,1,1,glass,1,1,top,1,1
NAM003,13-01,2,type,1,1,out,1,1,three,1,1,lists,1,1,orders,0,0,type,1,1,out,1,1,three,1,1,lists,1,1,orders,0,0
NAM003,72-05,3,small,1,1,children,1,1,came,1,1,see,1,1,him,0,0,small,1,1,children,1,1,came,1,1,see,1,1,him,0,0
NAM003,25-04,4,add,0,0,salt,0,0,before,0,0,fry,0,0,egg,0,0,add,0,0,salt,0,0,before,0,0,fry,0,0,egg,0,0
NAM003,67-01,5,hang,0,0,tinsel,0,0,from,1,1,both,1,1,branches,1,1,hang,0,0,tinsel,0,0,from,1,1,both,1,1,branches,1,1
NAM003,50-01,6,man,1,1,blue,1,1,sweater,1,1,sat,0,0,desk,1,1,man,1,1,blue,1,1,sweater,1,1,sat,0,0,desk,1,1
NAM003,32-09,7,purple,0,0,tie,0,0,ten,0,0,years,0,0,old,0,0,purple,0,0,tie,0,0,ten,0,0,years,0,0,old,0,0
NAM003,67-10,8,cannot,1,1,brew,1,1,tea,1,1,cold,1,1,pot,0,0,cannot,1,1,brew,1,1,tea,1,1,cold,1,1,pot,0,0
NAM003,66-01,9,rarest,1,1,spice,1,1,comes,1,1,far,1,1,east,1,1,rarest,1,1,spice,1,1,comes,1,1,far,1,1,east,1,1
NAM003,06-01,10,frosty,1,1,air,1,1,passed,1,1,through,1,1,coat,0,0,frosty,1,1,air,1,1,passed,1,1,through,1,1,coat,0,0
NAM003,33-08,11,plush,1,1,chair,1,1,leaned,1,1,against,1,1,wall,0,0,plush,1,1,chair,1,1,leaned,1,1,against,1,1,wall,0,0
NAM003,20-04,12,paper,1,1,box,1,1,full,1,1,thumb,0,0,tacks,0,0,paper,1,1,box,1,1,full,1,1,thumb,0,0,tacks,0,0
NAM003,36-01,13,pour,1,0,stew,1,1,pot,1,1,into,1,1,plate,1,1,pour,1,0,stew,1,1,pot,1,1,into,1,1,plate,1,1
NAM003,24-09,14,waxed,1,1,floor,1,1,makes,1,1,lose,1,1,balance,1,1,waxed,1,1,floor,1,1,makes,1,1,lose,1,1,balance,1,1
NAM003,31-04,15,pink,1,1,clouds,1,1,floated,0,0,with,1,1,breeze,1,1,pink,1,1,clouds,1,1,floated,0,0,with,1,1,breeze,1,1
NAM003,41-08,16,sense,1,1,smell,1,1,better,1,1,than,1,1,touch,1,1,sense,1,1,smell,1,1,better,1,1,than,1,1,touch,1,1
NAM003,07-10,17,those,1,1,words,1,1,cue,1,1,actor,1,1,leave,0,0,those,1,1,words,1,1,cue,1,1,actor,1,1,leave,0,0
NAM003,37-09,18,crawled,0,0,with,0,0,care,0,0,along,1,1,ledge,1,1,crawled,0,0,with,0,0,care,0,0,along,1,1,ledge,1,1
NAM003,16-02,19,speedy,1,1,man,1,1,beat,0,0,track,1,1,mark,1,1,speedy,1,1,man,1,1,beat,0,0,track,1,1,mark,1,1
NAM003,55-01,20,those,1,1,last,1,1,words,1,1,strong,1,1,statement,1,1,those,1,1,last,1,1,words,1,1,strong,1,1,statement,1,1
NAM003,22-07,21,hard,1,1,erase,1,1,blue,1,1,red,1,1,ink,1,1,hard,1,1,erase,1,1,blue,1,1,red,1,1,ink,1,1
NAM003,40-07,22,takes,1,1,heat,1,1,bring,0,0,out,0,0,odor,0,0,takes,1,1,heat,1,1,bring,0,0,out,0,0,odor,0,0
NAM003,52-07,23,room,1,1,crowded,1,1,with,1,1,wild,1,1,mob,0,0,room,1,1,crowded,1,1,with,1,1,wild,1,1,mob,0,0
NAM003,57-06,24,round,1,1,hole,0,0,drilled,0,0,thin,1,1,board,0,0,round,1,1,hole,0,0,drilled,0,0,thin,1,1,board,0,0
NAM003,64-06,25,pack,0,0,kits,0,0,don't,0,0,forget,0,0,salt,0,0,pack,0,0,kits,0,0,don't,0,0,forget,0,0,salt,0,0
NAM003,34-10,26,code,1,1,used,1,1,when,1,1,secrets,1,1,sent,1,1,code,1,1,used,1,1,when,1,1,secrets,1,1,sent,1,1
NAM003,28-01,27,horse,1,1,trotted,1,1,field,1,1,brisk,1,1,pace,1,1,horse,1,1,trotted,1,1,field,1,1,brisk,1,1,pace,1,1
NAM003,45-08,28,drop,1,0,ashes,1,1,worn,0,0,old,0,0,rug,0,0,drop,1,0,ashes,1,1,worn,0,0,old,0,0,rug,0,0
NAM003,19-06,29,add,1,1,column,1,1,put,1,1,sum,0,0,here,1,1,add,1,1,column,1,1,put,1,1,sum,0,0,here,1,1
NAM003,30-02,30,gold,1,1,ring,1,1,fits,1,1,pierced,1,1,ear,0,0,gold,1,1,ring,1,1,fits,1,1,pierced,1,1,ear,0,0
NAM003,23-07,31,shaky,1,1,barn,1,1,fell,1,1,loud,1,1,crash,1,1,shaky,1,1,barn,1,1,fell,1,1,loud,1,1,crash,1,1
NAM003,18-05,32,torn,0,0,scraps,0,0,littered,0,0,stone,0,0,floor,0,0,torn,0,0,scraps,0,0,littered,0,0,stone,0,0,floor,0,0
NAM003,27-09,33,dash,1,1,pepper,1,1,spoils,1,1,beef,1,1,stew,1,1,dash,1,1,pepper,1,1,spoils,1,1,beef,1,1,stew,1,1
NAM003,07-08,34,grand,1,1,season,1,1,hikes,1,1,on,1,1,road,1,1,grand,1,1,season,1,1,hikes,1,1,on,1,1,road,1,1
NAM003,08-04,35,walled,1,0,town,1,1,seized,1,1,without,0,0,fight,0,0,walled,1,0,town,1,1,seized,1,1,without,0,0,fight,0,0
NAM003,67-05,36,pick,1,1,card,1,1,slip,1,1,under,1,1,pack,0,0,pick,1,1,card,1,1,slip,1,1,under,1,1,pack,0,0
NAM003,49-05,37,offered,1,1,proof,1,1,form,1,1,large,1,1,chart,1,1,offered,1,1,proof,1,1,form,1,1,large,1,1,chart,1,1
NAM003,02-01,38,boy,1,1,there,1,1,when,1,1,sun,1,1,rose,1,1,boy,1,1,there,1,1,when,1,1,sun,1,1,rose,1,1
NAM003,70-09,39,streets,1,1,narrow,1,1,full,1,1,sharp,1,1,turns,1,1,streets,1,1,narrow,1,1,full,1,1,sharp,1,1,turns,1,1
NAM003,30-04,40,watch,1,0,log,0,0,float,0,0,wide,0,0,river,0,0,watch,1,0,log,0,0,float,0,0,wide,0,0,river,0,0
NAM003,56-10,41,break,1,1,dam,1,1,almost,1,1,caused,1,1,flood,1,1,break,1,1,dam,1,1,almost,1,1,caused,1,1,flood,1,1
NAM003,51-04,42,dusty,1,1,bench,1,1,stood,1,1,stone,0,0,wall,0,0,dusty,1,1,bench,1,1,stood,1,1,stone,0,0,wall,0,0
NAM003,14-04,43,two,1,1,plus,1,1,seven,1,1,less,1,1,ten,1,1,two,1,1,plus,1,1,seven,1,1,less,1,1,ten,1,1
NAM003,22-04,44,do,1,1,that,1,1,with,0,0,wooden,0,0,stick,0,0,do,1,1,that,1,1,with,0,0,wooden,0,0,stick,0,0
NAM003,22-03,45,fly,0,0,made,0,0,way,1,1,along,0,0,wall,1,1,fly,0,0,made,0,0,way,1,1,along,0,0,wall,1,1
NAM003,05-07,46,rope,1,1,bind,1,1,seven,1,1,books,0,0,once,1,1,rope,1,1,bind,1,1,seven,1,1,books,0,0,once,1,1
NAM003,45-01,47,slice,1,1,sausage,1,1,thin,1,1,with,1,1,knife,1,1,slice,1,1,sausage,1,1,thin,1,1,with,1,1,knife,1,1
NAM003,57-09,48,vent,1,1,near,1,1,edge,1,1,fresh,1,1,air,1,1,vent,1,1,near,1,1,edge,1,1,fresh,1,1,air,1,1
NAM003,58-03,49,hidden,1,1,sight,1,1,mass,1,1,leaves,0,0,shrubs,1,1,hidden,1,1,sight,1,1,mass,1,1,leaves,0,0,shrubs,1,1
NAM003,04-04,50,wipe,1,0,grease,1,1,off,1,1,dirty,1,1,face,1,1,wipe,1,0,grease,1,1,off,1,1,dirty,1,1,face,1,1
NAM003,66-05,51,aim,1,1,contest,0,0,raise,0,0,great,1,1,fund,0,0,aim,1,1,contest,0,0,raise,0,0,great,1,1,fund,0,0
NAM003,02-06,52,pot,1,1,tea,1,1,helps,1,1,pass,1,1,evening,1,1,pot,1,1,tea,1,1,helps,1,1,pass,1,1,evening,1,1
NAM003,56-08,53,toad,0,0,frog,1,0,hard,1,1,tell,1,1,apart,1,1,toad,0,0,frog,1,0,hard,1,1,tell,1,1,apart,1,1
NAM003,67-06,54,round,0,0,mat,1,1,cover,1,0,dull,1,1,spot,0,0,round,0,0,mat,1,1,cover,1,0,dull,1,1,spot,0,0
NAM003,18-02,55,child,1,1,almost,1,1,hurt,0,0,small,0,0,dog,0,0,child,1,1,almost,1,1,hurt,0,0,small,0,0,dog,0,0
NAM003,22-08,56,write,0,0,once,0,0,may,0,0,forget,0,0,it,0,0,write,0,0,once,0,0,may,0,0,forget,0,0,it,0,0
NAM003,44-10,57,marsh,0,0,freeze,1,1,when,1,1,cold,1,1,enough,1,1,marsh,0,0,freeze,1,1,when,1,1,cold,1,1,enough,1,1
NAM003,06-10,58,both,0,0,lost,0,0,lives,0,0,raging,0,0,storm,0,0,both,0,0,lost,0,0,lives,0,0,raging,0,0,storm,0,0
NAM003,53-09,59,wide,1,1,grin,0,0,earned,0,0,many,0,0,friends,0,0,wide,1,1,grin,0,0,earned,0,0,many,0,0,friends,0,0
NAM003,41-02,60,jerk,0,0,dart,0,0,from,0,0,cork,0,0,target,0,0,jerk,0,0,dart,0,0,from,0,0,cork,0,0,target,0,0
NAM003,61-09,61,six,1,1,comes,1,1,more,0,0,often,0,0,ten,0,0,six,1,1,comes,1,1,more,0,0,often,0,0,ten,0,0
NAM003,70-04,62,take,1,1,match,1,1,strike,1,1,against,1,1,shoe,1,1,take,1,1,match,1,1,strike,1,1,against,1,1,shoe,1,1
NAM003,31-03,63,beam,0,0,dropped,1,1,down,1,1,workman's,0,0,head,0,0,beam,0,0,dropped,1,1,down,1,1,workman's,0,0,head,0,0
NAM003,53-01,64,press,0,0,pedal,0,0,with,0,0,left,0,0,foot,0,0,press,0,0,pedal,0,0,with,0,0,left,0,0,foot,0,0
NAM003,60-07,65,dull,0,0,stories,1,0,make,0,0,her,0,0,laugh,0,0,dull,0,0,stories,1,0,make,0,0,her,0,0,laugh,0,0
NAM003,67-09,66,mail,1,1,comes,1,1,three,1,1,batches,0,0,day,1,1,mail,1,1,comes,1,1,three,1,1,batches,0,0,day,1,1
NAM003,56-07,67,brown,1,1,leather,1,1,bag,1,1,hung,0,0,strap,1,1,brown,1,1,leather,1,1,bag,1,1,hung,0,0,strap,1,1
NAM003,07-09,68,dune,0,0,rose,1,1,from,1,1,edge,1,1,water,1,1,dune,0,0,rose,1,1,from,1,1,edge,1,1,water,1,1
NAM003,34-08,69,zones,1,1,merge,1,1,central,1,1,part,1,1,town,1,1,zones,1,1,merge,1,1,central,1,1,part,1,1,town,1,1
NAM003,24-07,70,some,0,0,ads,0,0,serve,0,0,cheat,0,0,buyers,0,0,some,0,0,ads,0,0,serve,0,0,cheat,0,0,buyers,0,0
NAM003,34-06,71,try,1,1,trace,1,1,fine,1,1,lines,1,1,painting,0,0,try,1,1,trace,1,1,fine,1,1,lines,1,1,painting,0,0
NAM003,23-08,72,jazz,1,1,swing,1,1,fans,0,0,fast,1,1,music,1,1,jazz,1,1,swing,1,1,fans,0,0,fast,1,1,music,1,1
NAM003,42-09,73,point,1,1,steel,0,0,pen,0,0,bent,1,1,twisted,1,1,point,1,1,steel,0,0,pen,0,0,bent,1,1,twisted,1,1
NAM003,18-06,74,sunday,0,0,best,1,1,part,0,0,of,0,0,week,0,0,sunday,0,0,best,1,1,part,0,0,of,0,0,week,0,0
NAM003,16-10,75,sofa,1,1,cushion,1,1,red,1,1,light,1,1,weight,1,1,sofa,1,1,cushion,1,1,red,1,1,light,1,1,weight,1,1
NAM003,64-05,76,crouch,1,1,before,1,1,jump,1,1,miss,0,0,mark,0,0,crouch,1,1,before,1,1,jump,1,1,miss,0,0,mark,0,0
NAM003,46-05,77,clothes,0,0,dried,0,0,thin,0,0,wooden,0,0,rack,0,0,clothes,0,0,dried,0,0,thin,0,0,wooden,0,0,rack,0,0
NAM003,39-04,78,roads,1,1,paved,1,1,with,1,1,sticky,1,1,tar,0,0,roads,1,1,paved,1,1,with,1,1,sticky,1,1,tar,0,0
NAM003,05-02,79,ship,1,1,torn,1,1,apart,1,1,sharp,1,1,reef,1,1,ship,1,1,torn,1,1,apart,1,1,sharp,1,1,reef,1,1
NAM003,55-02,80,wrote,0,0,name,0,0,boldly,0,0,top,0,0,sheet,0,0,wrote,0,0,name,0,0,boldly,0,0,top,0,0,sheet,0,0
NAM003,31-10,81,fight,1,1,end,1,1,just,1,1,six,1,1,minutes,1,1,fight,1,1,end,1,1,just,1,1,six,1,1,minutes,1,1
NAM003,25-01,82,islands,1,0,sea,1,1,breeze,0,0,soft,1,1,mild,1,1,islands,1,0,sea,1,1,breeze,0,0,soft,1,1,mild,1,1
NAM003,47-04,83,sent,1,1,figs,1,1,kept,1,1,ripe,1,1,cherries,1,1,sent,1,1,figs,1,1,kept,1,1,ripe,1,1,cherries,1,1
NAM003,51-06,84,smile,1,1,when,1,1,say,1,1,nasty,1,1,words,1,1,smile,1,1,when,1,1,say,1,1,nasty,1,1,words,1,1
NAM003,55-07,85,if,1,1,mumble,0,0,your,0,0,speech,1,1,lost,0,0,if,1,1,mumble,0,0,your,0,0,speech,1,1,lost,0,0
NAM003,68-08,86,don't,0,0,like,0,0,admit,1,1,small,0,0,faults,0,0,don't,0,0,like,0,0,admit,1,1,small,0,0,faults,0,0
NAM003,70-02,87,bad,1,1,error,1,1,part,1,1,new,1,1,judge,1,1,bad,1,1,error,1,1,part,1,1,new,1,1,judge,1,1
NAM003,16-01,88,empty,1,1,flask,1,1,stood,1,1,tin,0,0,tray,0,0,empty,1,1,flask,1,1,stood,1,1,tin,0,0,tray,0,0
NAM003,17-03,89,drop,0,0,two,0,0,when,0,0,add,0,0,figures,0,0,drop,0,0,two,0,0,when,0,0,add,0,0,figures,0,0
NAM003,47-01,90,music,1,1,played,1,1,on,1,1,while,1,1,talked,1,1,music,1,1,played,1,1,on,1,1,while,1,1,talked,1,1
NAM003,31-01,91,slide,0,0,box,1,1,into,0,0,empty,1,1,space,1,1,slide,0,0,box,1,1,into,0,0,empty,1,1,space,1,1
NAM003,41-09,92,no,1,1,hardship,1,1,seemed,1,1,make,1,1,sad,0,0,no,1,1,hardship,1,1,seemed,1,1,make,1,1,sad,0,0
NAM003,72-06,93,grass,1,1,bushes,1,1,were,1,1,wet,1,1,dew,1,1,grass,1,1,bushes,1,1,were,1,1,wet,1,1,dew,1,1
NAM003,19-10,94,she,0,0,smart,1,1,way,0,0,wearing,0,0,clothes,0,0,she,0,0,smart,1,1,way,0,0,wearing,0,0,clothes,0,0
NAM003,11-05,95,add,1,1,sum,1,1,product,1,1,these,1,1,three,1,1,add,1,1,sum,1,1,product,1,1,these,1,1,three,1,1
NAM003,04-08,96,young,0,0,girl,0,0,gave,0,0,clear,0,0,response,0,0,young,0,0,girl,0,0,gave,0,0,clear,0,0,response,0,0
NAM003,50-06,97,tuck,0,0,sheet,0,0,under,0,0,edge,0,0,mat,0,0,tuck,0,0,sheet,0,0,under,0,0,edge,0,0,mat,0,0
NAM003,22-06,98,large,0,0,house,0,0,hot,0,0,water,0,0,taps,0,0,large,0,0,house,0,0,hot,0,0,water,0,0,taps,0,0
NAM003,04-05,99,mend,0,0,coat,1,1,before,1,1,go,1,1,out,1,1,mend,0,0,coat,1,1,before,1,1,go,1,1,out,1,1
NAM003,27-07,100,high,1,1,seats,1,1,best,1,1,football,0,0,fans,0,0,high,1,1,seats,1,1,best,1,1,football,0,0,fans,0,0
NAM003,10-09,101,ten,1,1,pins,1,1,set,1,1,in,1,1,order,1,1,ten,1,1,pins,1,1,set,1,1,in,1,1,order,1,1
NAM003,59-04,102,drive,1,1,screw,1,1,straight,1,1,into,1,1,wood,1,1,drive,1,1,screw,1,1,straight,1,1,into,1,1,wood,1,1
NAM003,65-03,103,sang,1,1,same,1,1,tunes,1,1,each,1,1,party,1,1,sang,1,1,same,1,1,tunes,1,1,each,1,1,party,1,1
NAM003,08-07,104,horn,0,0,car,1,1,woke,0,0,sleeping,0,0,cop,0,0,horn,0,0,car,1,1,woke,0,0,sleeping,0,0,cop,0,0
NAM003,37-05,105,plead,0,0,council,1,1,free,1,1,poor,1,1,thief,0,0,plead,0,0,council,1,1,free,1,1,poor,1,1,thief,0,0
NAM003,06-04,106,show,1,1,flop,1,1,from,1,1,very,1,1,start,1,1,show,1,1,flop,1,1,from,1,1,very,1,1,start,1,1
NAM003,63-05,107,flaps,0,0,cape,0,0,she,1,1,parades,1,0,street,1,1,flaps,0,0,cape,0,0,she,1,1,parades,1,0,street,1,1
NAM003,34-02,108,beach,1,1,dry,1,1,shallow,1,1,low,1,1,tide,1,1,beach,1,1,dry,1,1,shallow,1,1,low,1,1,tide,1,1
NAM003,18-04,109,sky,1,1,morning,0,0,clear,0,0,bright,0,0,blue,0,0,sky,1,1,morning,0,0,clear,0,0,bright,0,0,blue,0,0
NAM003,19-02,110,fairy,1,1,tales,1,1,should,0,0,fun,0,0,write,0,0,fairy,1,1,tales,1,1,should,0,0,fun,0,0,write,0,0
NAM003,55-04,111,down,1,1,road,1,1,way,1,1,grain,0,0,farmer,0,0,down,1,1,road,1,1,way,1,1,grain,0,0,farmer,0,0
NAM003,12-03,112,pennant,1,1,waved,1,0,when,0,0,wind,0,0,blew,0,0,pennant,1,1,waved,1,0,when,0,0,wind,0,0,blew,0,0
NAM003,40-06,113,desk,0,0,was,1,1,firm,1,1,shaky,0,0,floor,1,1,desk,0,0,was,1,1,firm,1,1,shaky,0,0,floor,1,1
NAM003,08-02,114,two,0,0,met,0,0,while,0,0,playing,1,1,sand,1,1,two,0,0,met,0,0,while,0,0,playing,1,1,sand,1,1
NAM003,39-10,115,sun,1,1,came,1,1,light,1,1,eastern,1,1,sky,1,1,sun,1,1,came,1,1,light,1,1,eastern,1,1,sky,1,1
NAM003,22-01,116,cement,1,1,dried,1,1,when,0,0,moved,0,0,it,0,0,cement,1,1,dried,1,1,when,0,0,moved,0,0,it,0,0
NAM003,62-06,117,early,1,1,phase,1,1,life,1,1,moves,1,1,fast,1,1,early,1,1,phase,1,1,life,1,1,moves,1,1,fast,1,1
NAM003,45-10,118,throw,1,1,used,1,1,paper,1,1,cup,1,1,plate,1,1,throw,1,1,used,1,1,paper,1,1,cup,1,1,plate,1,1
NAM003,26-09,119,pills,0,0,do,0,0,less,0,0,good,1,0,others,0,0,pills,0,0,do,0,0,less,0,0,good,1,0,others,0,0
NAM003,71-06,120,curtain,1,1,rose,1,1,show,1,1,was,1,1,on,1,1,curtain,1,1,rose,1,1,show,1,1,was,1,1,on,1,1
NAM003,45-02,121,bloom,0,0,rose,1,1,lasts,1,0,few,1,1,days,1,1,bloom,0,0,rose,1,1,lasts,1,0,few,1,1,days,1,1
NAM003,68-02,122,put,0,0,chart,0,0,mantel,0,0,tack,0,0,down,0,0,put,0,0,chart,0,0,mantel,0,0,tack,0,0,down,0,0
NAM003,38-02,123,mark,0,0,spot,0,0,sign,0,0,painted,0,0,red,0,0,mark,0,0,spot,0,0,sign,0,0,painted,0,0,red,0,0
NAM003,40-10,124,cone,0,0,costs,0,0,five,0,0,cents,0,0,mondays,0,0,cone,0,0,costs,0,0,five,0,0,cents,0,0,mondays,0,0
NAM003,57-02,125,child,1,1,crawled,0,0,into,1,1,dense,0,0,grass,0,0,child,1,1,crawled,0,0,into,1,1,dense,0,0,grass,0,0
NAM003,14-06,126,bring,1,1,your,1,1,problems,1,1,wise,0,0,chief,1,1,bring,1,1,your,1,1,problems,1,1,wise,0,0,chief,1,1
NAM003,13-03,127,boss,1,1,ran,1,1,show,1,1,watchful,1,1,eye,1,1,boss,1,1,ran,1,1,show,1,1,watchful,1,1,eye,1,1
NAM003,15-06,128,pure,1,1,bred,1,1,poodles,0,0,have,0,0,curls,0,0,pure,1,1,bred,1,1,poodles,0,0,have,0,0,curls,0,0
NAM003,19-07,129,we,0,0,admire,1,0,love,1,0,good,0,0,cook,0,0,we,0,0,admire,1,0,love,1,0,good,0,0,cook,0,0
NAM003,36-08,130,our,1,1,plans,1,1,right,1,1,now,1,1,hazy,1,1,our,1,1,plans,1,1,right,1,1,now,1,1,hazy,1,1
NAM003,58-08,131,lobes,1,1,ears,1,1,pierced,1,1,hold,1,1,rings,1,1,lobes,1,1,ears,1,1,pierced,1,1,hold,1,1,rings,1,1
NAM003,71-08,132,he,1,1,sent,1,1,boy,1,1,short,1,1,errand,1,1,he,1,1,sent,1,1,boy,1,1,short,1,1,errand,1,1
NAM003,06-09,133,place,0,0,rosebush,0,0,near,0,0,porch,1,1,steps,1,1,place,0,0,rosebush,0,0,near,0,0,porch,1,1,steps,1,1
NAM003,23-09,134,rake,0,0,rubbish,1,1,up,1,1,burn,1,1,it,1,1,rake,0,0,rubbish,1,1,up,1,1,burn,1,1,it,1,1
NAM003,22-02,135,loss,1,1,second,1,1,ship,1,1,hard,1,1,take,1,1,loss,1,1,second,1,1,ship,1,1,hard,1,1,take,1,1
NAM003,56-02,136,clams,0,0,small,1,1,round,1,1,soft,1,1,tasty,1,1,clams,0,0,small,1,1,round,1,1,soft,1,1,tasty,1,1
NAM003,28-08,137,junk,1,1,yard,1,1,had,1,1,moldy,1,1,smell,1,1,junk,1,1,yard,1,1,had,1,1,moldy,1,1,smell,1,1
NAM003,13-07,138,caught,0,0,hind,0,0,paw,0,0,rusty,1,1,trap,1,1,caught,0,0,hind,0,0,paw,0,0,rusty,1,1,trap,1,1
NAM003,30-06,139,heap,0,0,fallen,1,0,leaves,1,1,set,1,1,fire,1,1,heap,0,0,fallen,1,0,leaves,1,1,set,1,1,fire,1,1
NAM003,06-05,140,saw,0,0,tool,0,0,used,0,0,making,0,0,boards,0,0,saw,0,0,tool,0,0,used,0,0,making,0,0,boards,0,0
NAM003,60-09,141,get,1,1,trust,1,1,fund,1,1,bank,1,1,early,1,1,get,1,1,trust,1,1,fund,1,1,bank,1,1,early,1,1
NAM003,33-01,142,fill,1,1,ink,1,1,jar,1,1,sticky,1,1,glue,0,0,fill,1,1,ink,1,1,jar,1,1,sticky,1,1,glue,0,0
NAM003,36-10,143,takes,1,1,good,1,1,trap,1,1,capture,0,0,bear,0,0,takes,1,1,good,1,1,trap,1,1,capture,0,0,bear,0,0
NAM003,17-06,144,wood,1,1,best,1,1,making,1,1,toys,1,1,blocks,1,1,wood,1,1,best,1,1,making,1,1,toys,1,1,blocks,1,1
NAM003,34-05,145,pages,0,0,bound,0,0,cloth,0,0,make,0,0,book,0,0,pages,0,0,bound,0,0,cloth,0,0,make,0,0,book,0,0
NAM003,70-06,146,baby,1,1,puts,1,1,right,1,1,foot,1,1,mouth,1,1,baby,1,1,puts,1,1,right,1,1,foot,1,1,mouth,1,1
NAM003,11-07,147,ripe,1,1,taste,1,1,cheese,1,1,improves,1,1,age,1,1,ripe,1,1,taste,1,1,cheese,1,1,improves,1,1,age,1,1
NAM003,34-01,148,nine,1,1,rows,1,1,soldiers,1,1,stood,1,1,line,1,1,nine,1,1,rows,1,1,soldiers,1,1,stood,1,1,line,1,1
NAM003,27-06,149,rude,0,0,laugh,0,0,filled,0,0,empty,0,0,room,0,0,rude,0,0,laugh,0,0,filled,0,0,empty,0,0,room,0,0
NAM003,39-01,150,wrote,0,0,down,0,0,long,0,0,list,0,0,items,0,0,wrote,0,0,down,0,0,long,0,0,list,0,0,items,0,0
NAM003,59-05,151,keep,1,1,hatch,1,1,tight,1,1,watch,1,1,constant,1,1,keep,1,1,hatch,1,1,tight,1,1,watch,1,1,constant,1,1
NAM003,17-05,152,abrupt,1,1,start,1,1,not,1,1,win,0,0,prize,0,0,abrupt,1,1,start,1,1,not,1,1,win,0,0,prize,0,0
NAM003,05-05,153,lazy,0,0,cow,1,1,lay,0,0,cool,0,0,grass,0,0,lazy,0,0,cow,1,1,lay,0,0,cool,0,0,grass,0,0
NAM003,71-05,154,big,0,0,red,0,0,apple,1,1,fell,0,0,ground,0,0,big,0,0,red,0,0,apple,1,1,fell,0,0,ground,0,0
NAM003,03-10,155,read,0,0,verse,0,0,out,0,0,loud,0,0,pleasure,0,0,read,0,0,verse,0,0,out,0,0,loud,0,0,pleasure,0,0
NAM003,12-10,156,we,1,1,find,1,1,joy,1,1,simplest,1,1,things,1,1,we,1,1,find,1,1,joy,1,1,simplest,1,1,things,1,1
NAM003,52-10,157,beetle,1,1,droned,1,1,hot,1,1,june,1,1,sun,1,1,beetle,1,1,droned,1,1,hot,1,1,june,1,1,sun,1,1
NAM003,40-09,158,raise,1,1,sail,1,0,steer,0,0,ship,0,0,northward,0,0,raise,1,1,sail,1,0,steer,0,0,ship,0,0,northward,0,0
